Frequency,CHD,BHC,LOK,YTA,LZH,DL2,WEH,WED,RSH,Vel_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,WEH,WED,RSH,Dis_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,WEH,WED,RSH,Acc_AVG
26.4648,96.5158,41.1945,1092.37,417.986,604.213,50.4624,21.0301,81.2721,69.4316,81.2721,26.4648,0.580429,0.247736,6.56931,2.5137,3.63363,0.303472,0.126471,0.488756,0.417549,0.488756,26.4648,16049,6849.96,181643,69504.2,100471,8391.07,3496.96,13514.2,11545.3,13514.2
26.5625,127.836,84.4649,1415.79,608.616,467.701,56.8201,75.2785,79.989,94.7984,94.7984,26.5625,0.765959,0.50609,8.48299,3.64666,2.80233,0.34045,0.451047,0.479272,0.568005,0.568005,26.5625,21335.5,14096.9,236291,101576,78057.9,9483.12,12563.8,13349.9,15821.6,15821.6
26.6602,130.333,78.5955,1228.91,429.496,757.307,70.449,58.7703,71.2098,18.3143,78.5955,26.6602,0.778058,0.469197,7.33632,2.56399,4.52095,0.420564,0.350845,0.425106,0.109332,0.469197,26.6602,21832.2,13165.6,205856,71945.1,126857,11801,9844.65,11928.4,3067.85,13165.6
26.7578,208.056,135.662,1052.56,238.653,737.001,95.9465,28.5733,102.149,37.1009,135.662,26.7578,1.23751,0.806916,6.26059,1.4195,4.38366,0.570688,0.169953,0.607579,0.220676,0.806916,26.7578,34979.2,22808.1,176961,40123.3,123908,16130.9,4803.86,17173.7,6237.57,22808.1
26.8555,238.519,7.70582,651.121,201.499,263.242,100.255,43.8994,188.677,65.7918,188.677,26.8555,1.41355,0.0456674,3.85877,1.19416,1.56006,0.594145,0.260163,1.11817,0.389905,1.11817,26.8555,40247.2,1300.26,109869,34000.6,44418.8,16916.8,7407.48,31837,11101.6,31837
26.9531,192.556,145.625,734.718,129.758,812.639,89.6373,67.3809,158.827,151.722,151.722,26.9531,1.13702,0.8599,4.33842,0.766206,4.79853,0.529297,0.397876,0.937852,0.895901,0.895901,26.9531,32609.7,24661.9,124426,21974.7,137622,15180.2,11411.1,26897.5,25694.4,25694.4
27.0508,122.712,43.7339,1893.71,158.353,414.816,106.992,15.5704,96.3352,126.709,122.712,27.0508,0.721983,0.257311,11.1418,0.931679,2.4406,0.629493,0.0916092,0.566794,0.7455,0.721983,27.0508,20856.7,7433.24,321865,26914.4,70504.3,18184.9,2646.42,16373.6,21536.1,20856.7
27.1484,165.718,111.901,2078.79,502.629,280.733,64.3951,12.0342,86.8541,107.49,111.901,27.1484,0.971505,0.656009,12.1867,2.94661,1.64577,0.37751,0.0705494,0.509174,0.630149,0.656009,27.1484,28267.9,19087.9,354598,85737.9,47887.1,10984.4,2052.78,14815.5,18335.5,19087.9
27.2461,76.1949,116.198,1379.16,382.978,1038.81,21.38,24.2811,69.4149,48.3155,76.1949,27.2461,0.445084,0.678756,8.05622,2.23712,6.0681,0.124889,0.141835,0.405479,0.28223,0.445084,27.2461,13044,19892.1,236102,65562.8,177836,3660.09,4156.73,11883.3,8271.24,13044
27.3438,85.3161,139.417,821.754,126.978,241.947,65.9922,53.6378,90.242,46.6606,90.242,27.3438,0.496584,0.811482,4.78304,0.739077,1.40826,0.384109,0.3122,0.525256,0.271589,0.525256,27.3438,14657.8,23952.7,141182,21815.5,41567.9,11337.8,9215.29,15504.1,8016.57,15504.1
27.4414,152.816,136.456,449.129,70.1861,815.266,20.1818,15.694,69.7273,107.57,107.57,27.4414,0.886302,0.791419,2.60486,0.407066,4.72839,0.117051,0.091022,0.404405,0.623886,0.623886,27.4414,26348.4,23527.7,77438.6,12101.4,140568,3479.74,2705.94,12022.3,18547.2,18547.2
27.5391,73.2388,99.6554,288.721,400.12,734.611,106.526,13.8584,40.828,190.335,106.526,27.5391,0.423265,0.575933,1.66859,2.31239,4.2455,0.615639,0.0800908,0.235955,1.09999,0.615639,27.5391,12672.7,17243.7,49958.3,69234,127112,18432.5,2397.95,7064.6,32934.2,18432.5
27.6367,121.57,31.6344,579.116,258.9,353.458,92.1292,34.1816,79.9574,113.13,113.13,27.6367,0.700098,0.182177,3.33503,1.49096,2.0355,0.530556,0.196846,0.460461,0.651498,0.651498,27.6367,21110.2,5493.21,100562,44957.1,61376.7,15997.9,5935.51,13884.3,19644.7,19644.7
27.7344,117.203,123.23,1611.88,349.668,985.258,26.1554,26.243,55.5653,118.44,118.44,27.7344,0.672572,0.707161,9.24983,2.00659,5.65395,0.150094,0.150597,0.318864,0.679676,0.679676,27.7344,20423.7,21474.1,280886,60933.3,171691,4557.84,4573.11,9682.82,20639.4,20639.4
27.832,174.533,63.4644,1003.46,357.804,53.9037,26.8755,31.413,68.1712,94.8268,68.1712,27.832,0.998051,0.362915,5.73819,2.04607,0.308243,0.153685,0.179632,0.389831,0.542259,0.389831,27.832,30521.3,11098.3,175479,62570.5,9426.34,4699.82,5493.3,11921.4,16582.7,11921.4
27.9297,115.906,56.4545,629.464,369.482,44.0506,32.6771,17.0019,23.7951,52.1765,52.1765,27.9297,0.660479,0.321701,3.58695,2.10546,0.251019,0.186208,0.0968838,0.135595,0.297324,0.297324,27.9297,20340,9907.06,110463,64839.5,7730.32,5734.43,2983.62,4175.75,9156.33,9156.33
28.0273,161.468,11.9723,1424.74,228.456,784.23,24.4244,33.8011,21.9424,26.4963,33.8011,28.0273,0.916904,0.0679856,8.09049,1.2973,4.4533,0.138695,0.191941,0.124601,0.150461,0.191941,28.0273,28434.6,2108.34,250899,40231.4,138104,4301.16,5952.4,3864.09,4666.02,5952.4
28.125,87.8733,85.1484,219.821,318.222,1004.4,24.6245,22.9448,58.9183,87.1251,87.1251,28.125,0.497261,0.481841,1.24393,1.80077,5.68374,0.139346,0.129841,0.33341,0.493027,0.493027,28.125,15528.5,15047,38845.6,56234.5,177492,4351.5,4054.68,10411.7,15396.3,15396.3
28.2227,75.7128,81.7535,843.53,243.327,274.372,30.9909,6.05037,57.582,76.0022,76.0022,28.2227,0.426964,0.461029,4.75689,1.37218,1.54726,0.174766,0.0341196,0.32472,0.428596,0.428596,28.2227,13426,14497.2,149582,43148.7,48653.9,5495.56,1072.9,10210.9,13477.3,13477.3
28.3203,108.632,151.552,1348.45,209.88,258.631,78.4729,24.8578,54.2818,73.6459,108.632,28.3203,0.610491,0.851697,7.57803,1.17949,1.45346,0.441003,0.139696,0.305054,0.413876,0.610491,28.3203,19330.1,26967.5,239945,37346.5,46021.3,13963.6,4423.24,9658.99,13104.7,19330.1
28.418,186.575,164.338,426.013,416.239,535.552,50.0364,8.99044,98.7915,78.0955,164.338,28.418,1.04491,0.920374,2.38589,2.33115,2.99936,0.280229,0.050351,0.553282,0.437374,0.920374,28.418,33313.9,29343.4,76066.9,74321.7,95625.6,8934.26,1605.29,17639.7,13944.4,29343.4
28.5156,154.21,51.4564,242.597,182.736,878.317,81.6427,12.8841,47.6336,107.917,107.917,28.5156,0.860696,0.287195,1.35401,1.01991,4.90217,0.455675,0.0719104,0.265859,0.602319,0.602319,28.5156,27629.7,9219.4,43465.9,32740.6,157367,14627.8,2308.43,8534.47,19335.3,19335.3
28.6133,143.114,82.263,163.311,533.246,633.856,19.5135,14.3962,40.4364,61.506,82.263,28.6133,0.79604,0.457569,0.90838,2.96606,3.52568,0.108539,0.0800757,0.224918,0.342113,0.457569,28.6133,25729.4,14789.4,29360.4,95868.3,113956,3508.18,2588.19,7269.76,11057.7,14789.4
28.7109,137.243,67.1056,766.409,226.213,373.009,6.60621,11.3034,55.191,178.189,137.243,28.7109,0.76079,0.37199,4.24848,1.25398,2.06772,0.0366206,0.0626587,0.305943,0.987762,0.76079,28.7109,24758.2,12105.6,138257,40808,67289.4,1191.73,2039.09,9956.25,32144.5,24758.2
28.8086,148.088,74.3953,197.139,473.623,510.098,16.1743,40.5087,18.5098,90.6689,90.6689,28.8086,0.818124,0.411002,1.08911,2.61656,2.81807,0.0893559,0.223793,0.102259,0.500906,0.500906,28.8086,26805.4,13466.3,35684,85730.4,92332.8,2927.7,7332.47,3350.46,16411.9,16411.9
28.9063,128.621,120.251,128,388.087,841.733,21.9625,23.0376,78.0994,165.976,128,28.9063,0.708177,0.662089,0.704753,2.13677,4.6345,0.120923,0.126843,0.430008,0.91385,0.704753,28.9063,23360.7,21840.3,23247.7,70485.6,152878,3988.9,4184.17,14184.7,30145.2,23247.7
29.0039,110.407,47.5077,198.694,162.14,660.911,31.4774,41.6679,39.6132,24.7725,47.5077,29.0039,0.605841,0.260692,1.09031,0.88972,3.62666,0.172728,0.228647,0.217372,0.135935,0.260692,29.0039,20120.1,8657.66,36209.4,29547.9,120442,5736.34,7593.42,7218.98,4514.46,8657.66
29.1016,91.726,94.2077,231.354,208.046,791.804,13.2989,14.1077,30.9234,19.1194,91.726,29.1016,0.501645,0.515217,1.26527,1.13779,4.33033,0.0727312,0.0771541,0.169119,0.104563,0.501645,29.1016,16772.1,17225.9,42303.3,38041.3,144782,2431.72,2579.6,5654.36,3495.99,16772.1
29.1992,124.83,91.6759,734.329,256.385,763.425,48.6734,25.7912,32.3781,79.3042,91.6759,29.1992,0.680405,0.499694,4.00257,1.39747,4.16117,0.265302,0.140579,0.176482,0.43226,0.499694,29.1992,22901.8,16819.2,134723,47037.5,140061,8929.82,4731.75,5940.23,14549.5,16819.2
29.2969,128.458,60.4576,677.073,231.147,941.758,50.4976,22.0061,40.093,40.2298,60.4576,29.2969,0.697846,0.328435,3.67819,1.2557,5.11609,0.274328,0.119548,0.217805,0.218548,0.328435,29.2969,23646.2,11128.9,124634,42549,173357,9295.48,4050.83,7380.23,7405.41,11128.9
29.3945,110.908,85.8228,213.737,108.136,751.438,33.5461,10.6529,111.43,90.0729,108.136,29.3945,0.600505,0.464683,1.15727,0.585495,4.06862,0.181633,0.0576796,0.603331,0.487694,0.585495,29.3945,20483.7,15850.7,39475.4,19971.8,138784,6195.67,1967.5,20580.1,16635.7,19971.8
29.4922,95.7277,144.887,143.224,149.421,739.524,60.5594,31.2729,67.6538,34.9633,95.7277,29.4922,0.516595,0.781884,0.772908,0.80635,3.99085,0.326809,0.168764,0.365095,0.18868,0.516595,29.4922,17738.8,26848.2,26540,27688.4,137037,11221.9,5795.01,12536.6,6478.88,17738.8
29.5898,96.374,76.9235,326.428,132.115,606.954,37.6893,15.5237,9.08217,57.1119,76.9235,29.5898,0.518367,0.413748,1.75576,0.71061,3.26463,0.20272,0.0834973,0.0488503,0.307188,0.413748,29.5898,17917.7,14301.5,60688.9,24562.7,112844,7007.14,2886.14,1688.54,10618.2,14301.5
29.6875,159.944,120.333,467.791,239.481,419.019,8.97013,36.1971,19.0766,85.5092,120.333,29.6875,0.857463,0.645108,2.50783,1.28386,2.24636,0.0480889,0.194053,0.10227,0.458416,0.645108,29.6875,29834.7,22446,87258,44670.9,78160.5,1673.22,6751.93,3558.39,15950.2,22446
29.7852,94.0819,86.9948,633.926,221.519,105.066,24.1573,21.2626,108.413,96.073,96.073,29.7852,0.50272,0.464851,3.38734,1.18367,0.561415,0.129083,0.113615,0.579297,0.51336,0.51336,29.7852,17607,16280.7,118637,41456.3,19662.7,4520.93,3979.21,20289,17979.6,17979.6
29.8828,155.544,71.0083,594.767,504.908,281.226,12.7322,9.60611,26.2714,124.078,124.078,29.8828,0.828422,0.378188,3.16771,2.68912,1.4978,0.0678114,0.0511618,0.13992,0.660834,0.660834,29.8828,29204.8,13332.5,111673,94801.1,52802.9,2390.59,1803.64,4932.69,23296.7,23296.7
29.9805,103.183,90.7772,502.952,296.698,742.657,15.8489,30.6063,20.0184,55.4706,90.7772,29.9805,0.547758,0.481902,2.66998,1.57506,3.94249,0.0841358,0.162477,0.10627,0.294472,0.481902,29.9805,19436.8,17100,94742.5,55889.9,139896,2985.5,5765.39,3770.92,10449.1,17100
30.0781,79.1343,64.5422,295.524,107.705,377.445,45.656,33.032,22.4338,67.5615,67.5615,30.0781,0.41873,0.341518,1.56373,0.569907,1.9972,0.241583,0.174785,0.118706,0.357494,0.357494,30.0781,14955.3,12197.6,55850.1,20354.7,71331.9,8628.36,6242.59,4239.69,12768.2,12768.2
30.1758,157.419,111.022,347.723,123.821,521.378,18.2683,22.9829,10.9447,28.5458,111.022,30.1758,0.830269,0.585557,1.83398,0.653063,2.74988,0.0963517,0.121218,0.0577251,0.150558,0.585557,30.1758,29846.6,21049.7,65928.3,23476.4,98853.3,3463.67,4357.56,2075.11,5412.28,21049.7
30.2734,133.414,71.0124,419.787,107.273,314.97,61.7883,4.78875,9.43368,42.1558,71.0124,30.2734,0.701393,0.37333,2.20693,0.563962,1.65587,0.324836,0.0251757,0.0495952,0.221623,0.37333,30.2734,25377.2,13507.5,79849.3,20404.8,59911.5,11753,910.886,1794.41,8018.6,13507.5
30.3711,142.532,53.1642,345.206,278.9,640.402,64.7423,64.0347,24.3452,65.0297,65.0297,30.3711,0.746919,0.278599,1.809,1.46153,3.35592,0.339272,0.335564,0.127577,0.340778,0.340778,30.3711,27199.1,10145.2,65874.7,53221.8,122206,12354.6,12219.6,4645.72,12409.4,12409.4
30.4688,146.262,69.407,168.933,172.182,612.021,33.378,36.3705,89.8723,34.1846,89.8723,30.4688,0.764005,0.362551,0.882427,0.899401,3.19692,0.174352,0.189983,0.469452,0.178565,0.469452,30.4688,28000.5,13287.3,32340.6,32962.7,117166,6389.92,6962.81,17205.2,6544.32,17205.2
30.5664,167.05,104.276,543.658,338.024,153.521,49.7876,29.9347,34.5372,50.2589,104.276,30.5664,0.869804,0.542948,2.83075,1.76004,0.799363,0.259237,0.155866,0.17983,0.261691,0.542948,30.5664,32082.6,20026.6,104412,64918.9,29484.4,9561.93,5749.09,6633.03,9652.43,20026.6
30.6641,148.728,87.5757,253.555,294.449,392.095,56.678,11.8084,84.6143,89.2384,89.2384,30.6641,0.771937,0.454542,1.31602,1.52827,2.03508,0.294174,0.0612889,0.439172,0.463172,0.463172,30.6641,28655,16873,48851.9,56730.9,75544.2,10920,2275.1,16302.5,17193.4,17193.4
30.7617,127.792,75.3023,262.284,222.658,654.325,23.3399,13.7998,55.3526,108.231,108.231,30.7617,0.661168,0.389599,1.35701,1.15199,3.38534,0.120756,0.0713974,0.286383,0.559966,0.559966,30.7617,24699.8,14554.6,50694.7,43035.6,126469,4511.18,2667.25,10698.6,20919.1,20919.1
30.8594,124.175,90.2299,512.499,153.97,353.561,15.4502,38.2865,28.4555,57.9942,90.2299,30.8594,0.640421,0.465354,2.64317,0.794088,1.82347,0.0796832,0.19746,0.146757,0.299101,0.465354,30.8594,24076.9,17495.1,99371,29854,68553.9,2995.72,7423.56,5517.39,11244.8,17495.1
30.957,131.387,91.0339,153.762,309.877,66.5381,56.0023,35.0516,45.7398,37.3282,66.5381,30.957,0.675482,0.468019,0.790517,1.59313,0.342083,0.287916,0.180206,0.235155,0.19191,0.342083,30.957,25555.9,17706.9,29908.1,60273.8,12942.2,10892.9,6817.85,8896.79,7260.65,12942.2
31.0547,165.117,112.17,1181.02,95.0039,180.425,32.3522,20.3953,43.3731,37.791,95.0039,31.0547,0.846224,0.574869,6.05271,0.486894,0.924675,0.165804,0.104526,0.222287,0.193678,0.486894,31.0547,32218.1,21886.8,230443,18537.4,35204.9,6312.63,3979.58,8463.06,7373.87,18537.4
31.1523,81.9793,60.2715,765.834,340.126,205.891,17.2701,12.9381,41.0388,92.1461,81.9793,31.1523,0.418826,0.307922,3.91259,1.73768,1.05188,0.0882318,0.0660998,0.209664,0.470768,0.418826,31.1523,16046.3,11797.3,149901,66574.8,40300.3,3380.39,2532.45,8032.76,18036.3,16046.3
31.25,106.774,80.1466,394.698,299.839,425.813,72.681,34.3257,32.7004,10.038,80.1466,31.25,0.543796,0.408184,2.01018,1.52707,2.16865,0.370162,0.174819,0.166542,0.0511234,0.408184,31.25,20965,15736.8,77498.7,58873.2,83608.1,14270.9,6739.84,6420.71,1970.97,15736.8
31.3477,185.584,63.4951,741.469,96.1325,514.37,36.4377,21.9188,9.69102,49.4559,63.4951,31.3477,0.942227,0.32237,3.76451,0.488073,2.6115,0.184997,0.111284,0.0492022,0.251092,0.32237,31.3477,36553.2,12506.2,146042,18934.6,101312,7176.88,4317.21,1908.77,9740.98,12506.2
31.4453,146.84,88.2732,1289.61,260.199,348.631,39.4735,26.3153,87.7983,53.5516,88.2732,31.4453,0.743205,0.44678,6.52715,1.31695,1.76453,0.199788,0.13319,0.444376,0.271042,0.44678,31.4453,29012.2,17440.7,254797,51409.2,68881.3,7799.05,5199.3,17346.9,10580.5,17440.7
31.543,112.786,77.6135,1236.63,172.566,584.185,18.4367,9.84198,94.4839,86.4653,94.4839,31.543,0.569077,0.391611,6.23961,0.870708,2.9476,0.0930252,0.0496593,0.476733,0.436274,0.476733,31.543,22353,15382.2,245088,34200.9,115780,3653.98,1950.59,18725.8,17136.6,18725.8
31.6406,168.612,55.7007,697.497,61.0297,513.779,15.1659,18.2571,5.1741,26.8891,55.7007,31.6406,0.848135,0.280179,3.50847,0.306984,2.58435,0.0762858,0.0918347,0.0260262,0.135255,0.280179,31.6406,33520.8,11073.5,138665,12132.9,102141,3015.04,3629.58,1028.63,5345.66,11073.5
31.7383,132.417,106.975,789.659,59.0726,326.134,60.4716,29.3439,5.66757,49.7141,60.4716,31.7383,0.664017,0.536439,3.95983,0.296226,1.63543,0.303241,0.147148,0.0284206,0.249297,0.303241,31.7383,26406.2,21332.8,157472,11780.1,65036.8,12059.1,5851.69,1130.21,9913.87,12059.1
31.8359,92.0432,87.2942,525.934,72.3115,529.574,45.1667,26.9458,9.85186,69.3862,72.3115,31.8359,0.460144,0.436403,2.62926,0.361501,2.64746,0.225798,0.134708,0.0492517,0.346877,0.361501,31.8359,18411.5,17461.6,105203,14464.5,105931,9034.74,5389.99,1970.68,13879.4,14464.5
31.9336,124.383,33.0064,521.575,376.113,245.188,59.3113,22.9776,21.059,41.252,59.3113,31.9336,0.619916,0.164502,2.5995,1.87452,1.222,0.295604,0.114519,0.104957,0.205597,0.295604,31.9336,24956.8,6622.55,104651,75465,49195.6,11900.5,4610.34,4225.37,8276.99,11900.5
32.0313,92.5287,85.5201,428.445,228.357,261.729,41.8755,20.0033,45.4052,28.125,85.5201,32.0313,0.459751,0.424927,2.12883,1.13465,1.30046,0.208068,0.0993911,0.225607,0.139746,0.424927,32.0313,18622.2,17211.6,86228,45958.7,52675.1,8427.79,4025.83,9138.18,5660.39,17211.6
32.1289,126.217,123.686,303.306,215.643,86.4108,12.913,16.8114,73.9927,40.7785,86.4108,32.1289,0.625232,0.612695,1.50247,1.06822,0.428048,0.0639661,0.0832778,0.366533,0.202002,0.428048,32.1289,25479.6,24968.7,61228.9,43532.3,17443.9,2606.76,3393.76,14937,8232.03,17443.9
32.2266,156.781,72.0574,205.898,230.629,236.227,42.4871,4.08258,37.2475,82.9465,82.9465,32.2266,0.774285,0.355865,1.01686,1.13899,1.16664,0.209828,0.0201623,0.183951,0.409642,0.409642,32.2266,31746,14590.6,41691.4,46699,47832.6,8603.02,826.663,7542.07,16795.5,16795.5
32.3242,107.478,30.1646,235.378,226.303,110.188,19.9829,19.5041,62.8782,56.1861,62.8782,32.3242,0.52919,0.148522,1.15893,1.11425,0.542531,0.09839,0.0960327,0.309594,0.276644,0.309594,32.3242,21828.7,6126.41,47805.1,45962,22379,4058.51,3961.27,12770.5,11411.3,12770.5
32.4219,179.896,50.6679,246.305,283.891,179.648,32.255,6.01146,51.5187,48.5695,51.5187,32.4219,0.883089,0.248722,1.20908,1.39359,0.881872,0.158336,0.0295095,0.252899,0.238422,0.252899,32.4219,36647.2,10321.7,50175.5,57832.3,36596.7,6570.75,1224.61,10495,9894.22,10495
32.5195,119.399,136.146,779.775,80.5321,197.719,29.1393,27.1798,115.217,77.605,115.217,32.5195,0.584356,0.666317,3.81632,0.394135,0.967665,0.142612,0.133021,0.563885,0.379809,0.563885,32.5195,24396.4,27818.2,159328,16454.8,40399.2,5953.93,5553.54,23541.8,15856.7,23541.8
32.6172,126.988,65.4312,391.741,124.116,358.089,12.8487,17.9476,94.8045,108.964,108.964,32.6172,0.619635,0.31927,1.91149,0.605621,1.74729,0.0626951,0.0875748,0.462597,0.531689,0.531689,32.6172,26024.9,13409.5,80283.4,25436.3,73386.7,2633.22,3678.17,19429.2,22331.1,22331.1
32.7148,124.352,42.4784,137.243,226.603,142.164,5.86119,29.6919,44.4501,36.0562,44.4501,32.7148,0.604962,0.206654,0.667673,1.1024,0.691618,0.0285142,0.144448,0.216246,0.17541,0.216246,32.7148,25561,8731.57,28210.7,46579,29222.4,1204.79,6103.27,9136.87,7411.47,9136.87
32.8125,105.607,96.3508,299.875,152.254,328.625,24.1492,34.6368,79.4115,73.6323,96.3508,32.8125,0.512242,0.467344,1.45452,0.738496,1.59398,0.117134,0.168004,0.385181,0.357149,0.467344,32.8125,21772.8,19864.4,61824.3,31389.7,67751.7,4978.77,7140.97,16372,15180.5,19864.4
32.9102,86.2747,114.839,719.992,279.086,76.9134,12.1797,11.0348,36.0016,15.8293,76.9134,32.9102,0.417228,0.555367,3.48191,1.34967,0.371956,0.0589014,0.0533648,0.174106,0.0765512,0.371956,32.9102,17839.9,23746.5,148880,57709.6,15904.2,2518.52,2281.79,7444.44,3273.19,15904.2
33.0078,90.0069,89.4153,88.3412,226.891,278.133,31.5988,24.9233,42.5503,30.3644,88.3412,33.0078,0.43399,0.431137,0.425958,1.09401,1.34108,0.152361,0.120174,0.205166,0.146409,0.425958,33.0078,18666.9,18544.2,18321.5,47055.9,57683.2,6553.41,5168.95,8824.69,6297.39,18321.5
33.1055,56.0627,77.8931,720.686,211.136,488.416,16.5611,3.40008,15.1084,54.0129,56.0627,33.1055,0.269522,0.374472,3.46471,1.01504,2.34807,0.0796176,0.0163459,0.0726337,0.259668,0.269522,33.1055,11661.5,16202.4,149908,43917.9,101594,3444.84,707.244,3142.66,11235.1,11661.5
33.2031,97.8228,52.4503,138.889,198.675,224.365,46.7044,32.9214,28.342,23.8053,52.4503,33.2031,0.468901,0.251414,0.665747,0.952325,1.07546,0.223872,0.157805,0.135854,0.114108,0.251414,33.2031,20407.9,10942.2,28975.2,41447.9,46807.3,9743.54,6868.11,5912.76,4966.29,10942.2
33.3008,84.3904,87.2525,373.715,107.029,131.08,31.4287,23.2115,56.0613,87.7804,87.2525,33.3008,0.403328,0.417007,1.7861,0.511525,0.626471,0.150208,0.110935,0.267935,0.41953,0.417007,33.3008,17657.4,18256.3,78194.2,22394.2,27426.5,6575.99,4856.66,11730,18366.7,18256.3
33.3984,149.941,91.1432,609.154,231.105,377.262,67.9715,38.8626,49.6779,18.9673,91.1432,33.3984,0.71452,0.434329,2.90282,1.1013,1.79778,0.323908,0.185194,0.236732,0.0903856,0.434329,33.3984,31464.9,19126.3,127830,48497.2,79167.9,14263.7,8155.27,10424.8,3980.26,19126.3
33.4961,133.561,32.7318,393.708,66.1867,174.922,13.0195,12.7782,36.9857,36.0272,36.9857,33.4961,0.634608,0.155524,1.87068,0.314483,0.831131,0.0618616,0.0607149,0.175736,0.171181,0.175736,33.4961,28109.5,6888.81,82860.6,13929.8,36814.4,2740.12,2689.32,7784.1,7582.36,7784.1
33.5938,180.741,50.933,263.878,122.942,590.957,33.4638,32.5015,14.8402,102.301,102.301,33.5938,0.856285,0.241302,1.25016,0.582452,2.79974,0.158539,0.15398,0.0703077,0.484664,0.484664,33.5938,38150,10750.7,55698.3,25950,124737,7063.39,6860.28,3132.42,21593.2,21593.2
33.6914,76.586,87.2355,699.509,129.392,88.6653,60.7366,47.15,17.842,63.8746,76.586,33.6914,0.361785,0.412092,3.30441,0.611233,0.418846,0.286914,0.222732,0.084284,0.301737,0.361785,33.6914,16212.4,18466.8,148079,27390.8,18769.5,12857.3,9981.15,3776.97,13521.6,16212.4
33.7891,126.925,115.08,482.882,165.163,266.381,26.0024,8.84017,87.3991,37.2596,115.08,33.7891,0.597849,0.542056,2.2745,0.77796,1.25472,0.122478,0.0416394,0.411672,0.175502,0.542056,33.7891,26946.6,24431.9,102517,35064.6,56553.4,5520.38,1876.79,18555.1,7910.32,24431.9
33.8867,121.923,44.4971,126.898,194.019,174.893,53.016,25.6423,30.9758,51.5716,53.016,33.8867,0.572634,0.208988,0.595997,0.911243,0.821418,0.248999,0.120434,0.145483,0.242215,0.248999,33.8867,25959.5,9474.17,27018.6,41309.8,37237.7,11288,5459.67,6595.25,10980.4,11288
33.9844,162.171,59.8348,285.733,258.253,109.046,33.9882,34.7711,29.0208,22.6037,59.8348,33.9844,0.759477,0.280217,1.33814,1.20944,0.51068,0.159173,0.162839,0.13591,0.105857,0.280217,33.9844,34628.5,12776.5,61012.7,55144.7,23284.5,7257.51,7424.67,6196.81,4826.57,12776.5
34.082,95.1825,85.7717,570.416,291.102,252.674,41.5106,27.4465,10.5595,38.0365,85.7717,34.082,0.44448,0.400533,2.66371,1.35938,1.17993,0.193844,0.128168,0.0493105,0.177621,0.400533,34.082,20382.7,18367.5,122151,62337.7,54108.5,8889.23,5877.49,2261.26,8145.27,18367.5
34.1797,106.785,97.8258,255.242,242.997,228.846,31.2978,34.6974,32.7951,52.7042,97.8258,34.1797,0.497235,0.455518,1.18852,1.1315,1.0656,0.145736,0.161566,0.152708,0.245413,0.455518,34.1797,22932.8,21008.8,54815.2,52185.4,49146.3,6721.43,7451.52,7042.99,11318.6,21008.8
34.2773,83.3982,92.7808,441.436,203.945,189.428,34.5804,19.1607,11.8763,34.8921,83.3982,34.2773,0.38723,0.430795,2.04965,0.946947,0.879543,0.160562,0.0889658,0.0551433,0.16201,0.38723,34.2773,17961.5,19982.3,95072.5,43923.8,40797.3,7447.6,4126.65,2557.8,7514.75,17961.5
34.375,94.5725,75.9612,310.565,136.57,274.919,45.1595,12.2924,31.443,30.4991,75.9612,34.375,0.437867,0.351697,1.4379,0.632314,1.27287,0.209087,0.0569133,0.14558,0.14121,0.351697,34.375,20426.2,16406.4,67077.2,29497,59378.3,9753.75,2654.97,6791.2,6587.33,16406.4
34.4727,138.466,96.8339,455.6,90.5559,54.7926,11.676,13.183,60.3691,26.5331,60.3691,34.4727,0.639274,0.447067,2.10343,0.418083,0.252969,0.0539062,0.0608637,0.278715,0.122499,0.278715,34.4727,29991.4,20974,98682.1,19614.2,11868,2529,2855.41,13075.8,5747.02,13075.8
34.5703,153.805,55.4051,654.791,91.7421,187.777,29.5161,12.3504,46.2121,36.6474,55.4051,34.5703,0.708089,0.255074,3.01453,0.422363,0.864487,0.135886,0.0568587,0.212751,0.168717,0.255074,34.5703,33408.3,12034.6,142228,19927.5,40787.3,6411.25,2682.65,10037.8,7960.25,12034.6
34.668,110.475,104.92,480.644,347.398,266.865,27.3253,29.4208,57.9888,38.8897,104.92,34.668,0.507172,0.481672,2.20656,1.59485,1.22513,0.125446,0.135066,0.266217,0.178536,0.481672,34.668,24064.2,22854.3,104696,75672,58130,5952.14,6408.6,12631.4,8471.17,22854.3
34.7656,83.5722,89.6382,372.863,27.3345,398.512,24.2265,22.009,48.7803,21.3441,48.7803,34.7656,0.382588,0.410358,1.70695,0.125136,1.82436,0.110908,0.100756,0.223313,0.0977118,0.223313,34.7656,18255.4,19580.5,81447.8,5970.92,87050.4,5292.01,4807.61,10655.5,4662.37,10655.5
34.8633,109.79,74.1496,445.999,37.2545,204.034,35.8921,21.5319,39.1996,91.065,74.1496,34.8633,0.501203,0.338501,2.03604,0.170071,0.931438,0.163851,0.0982955,0.178951,0.415722,0.338501,34.8633,24049.7,16242.6,97697.1,8160.69,44694.1,7862.25,4716.61,8586.77,19948,16242.6
